target,horizon,fold,family,zone_id,n,mae,mase,sat_wmae,bias
volume,1,1,last_observation,1011,336,22.4253,0.361973,22.2224,-0.194444
volume,1,1,last_observation,1015,336,9.32813,0.315762,9.19528,-0.116319
volume,1,1,last_observation,1026,336,1094.22,1.44255,1194.22,1.11161
volume,1,1,last_observation,1029,336,200.387,0.730299,199.415,0.863095
volume,1,1,last_observation,1031,336,60.9901,0.466476,61.3316,0.0540675
volume,1,1,last_observation,1043,336,6.4401,0.357159,6.34676,-0.157118
volume,1,1,last_observation,1049,336,46.5139,0.475032,45.566,-0.0104167
volume,1,1,last_observation,1060,336,1.0625,0.135965,1.10046,-0.00347222
volume,1,1,last_observation,1061,336,4.94792,0.216466,4.87832,0.0868055
volume,1,1,last_observation,1062,336,8.95399,0.430218,9.45742,0.0355903
volume,1,1,last_observation,1066,336,3.34722,0.270792,3.2898,0.0451389
volume,1,1,last_observation,1067,336,7.13889,0.323237,6.9589,0.0104166
volume,1,1,last_observation,1068,336,21.2127,0.453107,20.9012,0.168031
volume,1,1,last_observation,1071,336,10.1788,0.414587,10.0494,-0.210069
volume,1,1,last_observation,1072,336,8.65799,0.431357,9.22803,0.0277778
volume,1,1,last_observation,1074,336,5.8941,0.319215,5.82102,-0.0677083
volume,1,1,last_observation,1075,336,3.63194,0.280053,3.56197,0.0381944
volume,1,1,last_observation,1076,336,4.86632,0.306047,4.87345,-0.119792
volume,1,1,last_observation,1081,336,4.50694,0.309873,4.57466,-0.0347222
volume,1,1,last_observation,1082,336,3.22917,0.396314,3.41762,-0.0347222
volume,1,1,last_observation,1083,336,8.23338,0.325802,7.9195,-0.126736
volume,1,1,last_observation,1085,336,5.17795,0.334788,5.13596,-0.0251736
volume,1,1,last_observation,1087,336,5.15885,0.307061,5.19768,-0.106771
volume,1,1,last_observation,1088,336,4.32899,0.356401,4.59948,0.00260417
volume,1,1,last_observation,1090,336,4.01215,0.373022,4.05591,0.00694444
volume,1,1,last_observation,1092,336,0.842882,0.153263,0.838739,-0.0112847
volume,1,1,last_observation,1094,336,3.00868,0.271184,2.95069,0.0434028
volume,1,1,last_observation,1095,336,4.74479,0.301699,4.57429,-0.0746528
volume,1,1,last_observation,1096,336,6.10417,0.345329,6.09221,-0.0625
volume,1,1,last_observation,1098,336,283.275,1.45043,289.186,-0.309152
volume,1,1,last_observation,1099,336,3.20486,0.280176,3.15939,0.0104167
volume,1,1,last_observation,1100,336,6.77951,0.287364,6.69491,0.0399306
volume,1,1,last_observation,1102,336,5.27257,0.267005,5.25089,-0.00173612
volume,1,1,last_observation,1104,336,1.48611,0.177712,1.48702,-0.0416667
volume,1,1,last_observation,1106,336,1.13021,0.173129,1.15677,0.0138889
volume,1,1,last_observation,1107,336,1.1467,0.196682,1.21808,0.0286458
volume,1,1,last_observation,1109,336,2.57812,0.244096,2.55867,-0.0850694
volume,1,1,last_observation,1110,336,2.04688,0.20051,2.00595,-0.00868056
volume,1,1,last_observation,1111,336,5.41927,0.253863,5.33347,-0.00607638
volume,1,1,last_observation,1112,336,2.96354,0.27785,2.92984,-0.0746528
volume,1,1,last_observation,1113,336,1.40017,0.138737,1.39732,-0.00434027
volume,1,1,last_observation,1114,336,2.48958,0.267981,2.51756,-0.0538194
volume,1,1,last_observation,1115,336,5.44097,0.264853,5.41373,-0.0798611
volume,1,1,last_observation,1119,336,9.44792,0.372449,9.85906,-0.0173611
volume,1,1,last_observation,1120,336,4.3342,0.279811,4.3394,0.0755208
volume,1,1,last_observation,1121,336,5.90972,0.326698,5.87756,0.0243055
volume,1,1,last_observation,1124,336,339.836,1.12769,344.758,1.70188
volume,1,1,last_observation,1125,336,0.868056,0.236404,0.940764,0.0173611
volume,1,1,last_observation,1126,336,3.71181,0.310256,3.84884,-0.0190972
volume,1,1,last_observation,1130,336,0.475694,0.171661,0.514611,0
volume,1,1,last_observation,1134,336,3.21007,0.258951,3.2373,-0.046875
volume,1,1,last_observation,1135,336,2.43229,0.287662,2.46042,0.0121528
volume,1,1,last_observation,1137,336,9.98611,0.307068,9.9113,0.0208333
volume,1,1,last_observation,1138,336,1.59722,0.303308,1.69253,-0.0416667
volume,1,1,last_observation,1143,336,2.89757,0.345146,2.92107,0.00868056
volume,1,1,last_observation,1144,336,7.16406,0.415144,7.13436,0.0095486
volume,1,1,last_observation,1149,336,7.16146,0.365742,7.14248,-0.0711806
volume,1,1,last_observation,1154,336,1.65972,0.190159,1.6796,0.0555556
volume,1,1,last_observation,1156,336,2.8941,0.269073,2.84048,-0.0677083
volume,1,1,last_observation,1159,336,9.00608,0.353047,8.8547,-0.216146
volume,1,1,last_observation,1162,336,2.88021,0.271842,2.80007,0.00868056
volume,1,1,last_observation,1163,336,1.46007,0.163574,1.48232,0.0572917
volume,1,1,last_observation,1164,336,10.2326,0.408779,10.1183,0.00694443
volume,1,1,last_observation,1166,336,8.97569,0.388301,8.93699,0.046875
volume,1,1,last_observation,1167,336,113.378,0.128939,120.361,-1.81622
volume,1,1,last_observation,1168,336,7.5,0.283213,7.41227,0.0833333
volume,1,1,last_observation,1172,336,2.33767,0.37381,2.49373,0.00954861
volume,1,1,last_observation,1173,336,5.7066,0.37178,5.57584,-0.0989583
volume,1,1,seasonal_naive_daily,102,336,15.5252,1.16629,15.6038,-0.915799
volume,1,1,seasonal_naive_daily,104,336,6.89236,1.34553,7.19575,0.414931
volume,1,1,seasonal_naive_daily,105,336,17.2318,0.966863,17.1174,1.41753
volume,1,1,seasonal_naive_daily,106,336,18.6441,0.973064,18.6165,3.25174
volume,1,1,seasonal_naive_daily,107,336,18.6424,0.879469,18.8773,0.814236
volume,1,1,seasonal_naive_daily,108,336,15.6224,0.948026,15.39,0.643229
volume,1,1,seasonal_naive_daily,109,336,15.0851,1.12505,14.9976,-1.2691
volume,1,1,seasonal_naive_daily,110,336,12.3507,0.917104,12.4485,-0.868056
volume,1,1,seasonal_naive_daily,111,336,13.5295,1.01016,13.4533,0.755208
volume,1,1,seasonal_naive_daily,115,336,6.79688,1.21166,7.04938,-0.0677083
volume,1,1,seasonal_naive_daily,123,336,8.37847,0.931077,8.36908,0.850694
volume,1,1,seasonal_naive_daily,124,336,17.5035,1.06182,17.137,-0.473958
volume,1,1,seasonal_naive_daily,202,336,18.0747,1.32031,18.3071,0.123264
volume,1,1,seasonal_naive_daily,204,336,12.1701,0.865302,12.4594,-1.67014
volume,1,1,seasonal_naive_daily,205,336,10.8628,1.17064,11.315,-0.598958
volume,1,1,seasonal_naive_daily,206,336,32.3194,0.955121,34.5336,2.09375
volume,1,1,seasonal_naive_daily,208,336,8.13889,0.886266,8.47411,-1.00694
volume,1,1,seasonal_naive_daily,212,336,7.08854,0.987558,7.27033,-0.904514
volume,1,1,seasonal_naive_daily,213,336,16.7465,1.07973,16.8465,1.10243
volume,1,1,seasonal_naive_daily,214,336,3.54253,1.17679,3.72531,0.111979
volume,1,1,seasonal_naive_daily,215,336,19.6128,1.29645,21.4061,0.512153
volume,1,1,seasonal_naive_daily,216,336,10.0226,0.85052,9.932,-0.453125
volume,1,1,seasonal_naive_daily,217,336,60.2361,1.08511,64.831,-2.625
volume,1,1,seasonal_naive_daily,223,336,59.453,1.19932,58.9513,-0.548239
volume,1,1,seasonal_naive_daily,224,336,21.6311,0.816755,21.6295,-0.146701
volume,1,1,seasonal_naive_daily,225,336,6.65972,0.863556,6.7159,0.774306
volume,1,1,seasonal_naive_daily,226,336,125.002,1.16799,132.422,-5.87674
volume,1,1,seasonal_naive_daily,227,336,35.1493,1.30234,35.147,1.56597
volume,1,1,seasonal_naive_daily,235,336,19.7778,0.945978,20.1546,-1.29514
volume,1,1,seasonal_naive_daily,307,336,36.6398,0.942859,36.3625,-1.59288
volume,1,1,seasonal_naive_daily,309,336,16.3906,0.89095,16.4725,-1.23437
volume,1,1,seasonal_naive_daily,310,336,7.59375,1.02227,7.80474,0.131944
volume,1,1,seasonal_naive_daily,311,336,16.0286,1.09346,15.4387,0.136285
volume,1,1,seasonal_naive_daily,316,336,7.40799,1.19148,7.56699,-0.300347
volume,1,1,seasonal_naive_daily,320,336,8.78906,1.01975,9.36434,-0.427083
volume,1,1,seasonal_naive_daily,321,336,15.8976,0.96502,17.7147,-0.168403
volume,1,1,seasonal_naive_daily,322,336,18.8073,1.52797,19.607,-0.967014
volume,1,1,seasonal_naive_daily,323,336,32.474,0.989566,37.4627,-0.0572917
volume,1,1,seasonal_naive_daily,324,336,15.6259,0.976751,16.1374,-1.91927
volume,1,1,seasonal_naive_daily,325,336,21.5694,1.03241,23.5776,-0.798611
volume,1,1,seasonal_naive_daily,326,336,37.3403,1.06601,39.0473,-0.817708
volume,1,1,seasonal_naive_daily,328,336,27.7873,0.934526,28.3256,1.66233
volume,1,1,seasonal_naive_daily,329,336,68.0729,1.1811,69.848,-5.46354
volume,1,1,seasonal_naive_daily,330,336,15.8073,0.885001,16.0926,1.08854
volume,1,1,seasonal_naive_daily,331,336,20.3524,0.906949,20.2654,-0.11632
volume,1,1,seasonal_naive_daily,332,336,41.0078,0.967808,42.4269,3.26128
volume,1,1,seasonal_naive_daily,333,336,12.3698,0.977815,12.2825,0.147569
volume,1,1,seasonal_naive_daily,335,336,62.092,1.07324,62.0699,-3.86806
volume,1,1,seasonal_naive_daily,340,336,2.70139,1.0025,2.65782,-0.00694445
volume,1,1,seasonal_naive_daily,343,336,8.43403,0.484027,9.50662,-0.371528
volume,1,1,seasonal_naive_daily,346,336,601.672,0.933992,610.053,-5.46875
volume,1,1,seasonal_naive_daily,347,336,9.09549,0.882378,9.6578,-0.914931
volume,1,1,seasonal_naive_daily,348,336,9.22743,0.973078,9.17737,-0.369792
volume,1,1,seasonal_naive_daily,406,336,9.77344,1.26349,10.0374,0.0633681
volume,1,1,seasonal_naive_daily,408,336,13.6997,0.941855,13.8714,-0.682292
volume,1,1,seasonal_naive_daily,501,336,23.6684,0.945921,23.6043,2.59028
volume,1,1,seasonal_naive_daily,502,336,35.526,0.882069,36.29,-4.71181
volume,1,1,seasonal_naive_daily,506,336,81.0538,0.872855,80.7509,-5.21354
volume,1,1,seasonal_naive_daily,508,336,20.8377,1.11195,21.2312,-1.58594
volume,1,1,seasonal_naive_daily,511,336,6.75,1.76586,6.72916,-0.369792
volume,1,1,seasonal_naive_daily,512,336,22.6267,0.917673,22.415,0.901042
volume,1,1,seasonal_naive_daily,513,336,60.0122,0.906454,60.4012,-2.31424
volume,1,1,seasonal_naive_daily,516,336,83.8425,1.28564,86.7254,2.87029
volume,1,1,seasonal_naive_daily,519,336,391.681,0.901533,409.093,-12.284
volume,1,1,seasonal_naive_daily,520,336,37.4444,1.43574,41.0337,-2.03819
volume,1,1,seasonal_naive_daily,522,336,45.1458,0.980298,43.9142,0.624504
volume,1,1,seasonal_naive_daily,525,336,22.23,0.923345,22.4536,3.75955
volume,1,1,seasonal_naive_daily,526,336,43.9618,0.775535,43.4441,-3.28299
volume,1,1,seasonal_naive_daily,527,336,35.822,0.896372,36.0304,0.0512153
volume,1,1,seasonal_naive_daily,528,336,10.7951,1.21024,10.8451,-0.260417
volume,1,1,seasonal_naive_daily,529,336,16.974,0.79628,17.3247,-1.86979
volume,1,1,seasonal_naive_daily,552,336,22.8524,0.795755,23.1904,-1.47396
volume,1,1,seasonal_naive_daily,553,336,6.87847,0.832293,6.74974,-0.232639
volume,1,1,seasonal_naive_daily,558,336,7.51563,1.18478,7.3824,-0.0850694
volume,1,1,seasonal_naive_daily,559,336,5.05556,1.05427,5.23855,-0.399306
volume,1,1,seasonal_naive_daily,568,336,2.55903,0.326344,2.24757,0.736111
volume,1,1,seasonal_naive_daily,570,336,20.3212,0.920227,18.531,-0.0121528
volume,1,1,seasonal_naive_daily,575,336,207.232,0.943261,208.979,1.72619
volume,1,1,seasonal_naive_daily,576,336,241.015,0.848398,240.576,5.0563
volume,1,1,seasonal_naive_daily,577,336,13.1997,0.897096,13.8249,1.43576
volume,1,1,seasonal_naive_daily,578,336,10.6215,1.38484,11.4812,-0.15625
volume,1,1,seasonal_naive_daily,580,336,7.43576,1.04313,7.46247,-0.0954861
volume,1,1,seasonal_naive_daily,582,336,62.7148,1.09794,63.352,1.34573
volume,1,1,seasonal_naive_daily,584,336,20.4722,1.10446,20.4908,-0.236111
volume,1,1,seasonal_naive_daily,585,336,8.69618,1.25523,8.86176,-0.0642361
volume,1,1,seasonal_naive_daily,587,336,44.7106,0.946548,44.7952,1.31647
volume,1,1,seasonal_naive_daily,588,336,41.4427,0.891518,41.1698,-1.17014
volume,1,1,seasonal_naive_daily,589,336,83.3919,1.02268,81.6772,-2.31994
volume,1,1,seasonal_naive_daily,592,336,598.371,0.900811,621.031,-19.5164
volume,1,1,seasonal_naive_daily,594,336,15.5677,1.26131,15.8607,0.258681
volume,1,1,seasonal_naive_daily,595,336,774.914,0.698678,805.471,-33.0841
volume,1,1,seasonal_naive_daily,596,336,61.6997,1.08266,60.9433,-2.66195
volume,1,1,seasonal_naive_daily,598,336,7.31771,0.793567,7.47712,0.355903
volume,1,1,seasonal_naive_daily,601,336,7.86719,1.31766,7.68476,-0.405382
volume,1,1,seasonal_naive_daily,628,336,157.254,1.15828,159.56,-4.87351
volume,1,1,seasonal_naive_daily,631,336,58.2525,1.11142,59.1545,-2.59499
volume,1,1,seasonal_naive_daily,632,336,14.0122,0.96385,14.3116,-0.689236
volume,1,1,seasonal_naive_daily,633,336,666.67,1.05747,664.526,-79.3534
volume,1,1,seasonal_naive_daily,637,336,136.403,1.14594,140.815,-12.1514
volume,1,1,seasonal_naive_daily,638,336,6.97049,0.778535,7.00298,-0.682292
volume,1,1,seasonal_naive_daily,643,336,20.1575,1.06889,20.5014,-2.77555
volume,1,1,seasonal_naive_daily,644,336,20.5833,1.06574,21.5401,0.173611
volume,1,1,seasonal_naive_daily,647,336,9.02604,1.2847,9.27262,-0.335069
volume,1,1,seasonal_naive_daily,651,336,6.73264,1.06884,6.46326,1.27083
volume,1,1,seasonal_naive_daily,655,336,11.3038,0.968874,13.1662,-0.00520834
volume,1,1,seasonal_naive_daily,656,336,13.6163,0.968452,14.0645,-1.11632
volume,1,1,seasonal_naive_daily,659,336,12.8628,1.5169,15.4737,-0.276042
volume,1,1,seasonal_naive_daily,681,336,11.3212,1.2466,11.5192,0.581597
volume,1,1,seasonal_naive_daily,682,336,522.196,1.24878,535.503,-52.8646
volume,1,1,seasonal_naive_daily,686,336,17.6181,1.14706,17.7888,-0.25
volume,1,1,seasonal_naive_daily,687,336,6.30382,0.860397,6.52124,0.154514
volume,1,1,seasonal_naive_daily,690,336,768.015,1.22903,739.131,60.1647
volume,1,1,seasonal_naive_daily,691,336,23.0278,0.90804,21.6225,0.243055
volume,1,1,seasonal_naive_daily,693,336,21.2865,1.51348,23.0531,-3.28993
volume,1,1,seasonal_naive_daily,698,336,7.87066,1.10006,8.0575,0.0546875
volume,1,1,seasonal_naive_daily,699,336,28.4792,1.68488,29.2232,-0.885417
volume,1,1,seasonal_naive_daily,700,336,32.8012,1.23419,32.8352,-0.202257
volume,1,1,seasonal_naive_daily,701,336,8.00694,0.972465,8.39353,-1.44444
volume,1,1,seasonal_naive_daily,703,336,69.3276,0.80983,68.2239,3.24578
volume,1,1,seasonal_naive_daily,704,336,50.9957,0.852631,50.7654,-0.521701
volume,1,1,seasonal_naive_daily,705,336,19.2604,1.13899,19.166,0.659722
volume,1,1,seasonal_naive_daily,706,336,11.046,1.00631,10.9142,1.07726
volume,1,1,seasonal_naive_daily,708,336,313.923,1.00129,341.808,-15.7684
volume,1,1,seasonal_naive_daily,709,336,16.6016,1.07434,16.8107,-0.0668403
volume,1,1,seasonal_naive_daily,710,336,20.2613,1.0921,20.343,-0.792535
volume,1,1,seasonal_naive_daily,711,336,11.7535,1.0289,12.268,-0.777778
volume,1,1,seasonal_naive_daily,712,336,88.1426,1.41943,89.4109,-6.7061
volume,1,1,seasonal_naive_daily,715,336,160.81,1.03939,159.526,-4.52406
volume,1,1,seasonal_naive_daily,716,336,152.935,1.01847,152.321,2.32813
volume,1,1,seasonal_naive_daily,718,336,11.3455,1.46895,11.6407,0.678819
volume,1,1,seasonal_naive_daily,719,336,8.87674,1.0268,9.01844,-0.251736
volume,1,1,seasonal_naive_daily,724,336,36.3605,1.03284,36.3702,3.09387
volume,1,1,seasonal_naive_daily,728,336,26.0243,1.25319,27.1739,-0.923611
volume,1,1,seasonal_naive_daily,729,336,191.063,0.965539,195.206,-12.7386
volume,1,1,seasonal_naive_daily,731,336,16.6571,1.01347,16.7228,0.287326
volume,1,1,seasonal_naive_daily,732,336,5.56771,1.30525,5.88289,0.0711806
volume,1,1,seasonal_naive_daily,733,336,65.2378,0.870136,64.4228,0.848958
volume,1,1,seasonal_naive_daily,737,336,11.9479,1.02027,11.7867,-0.34375
volume,1,1,seasonal_naive_daily,741,336,18.5052,0.909673,18.7355,-2.06597
volume,1,1,seasonal_naive_daily,744,336,25.5703,1.02047,25.7727,3.51823
volume,1,1,seasonal_naive_daily,745,336,10.2865,0.824744,9.87735,0.182292
volume,1,1,seasonal_naive_daily,746,336,41.2135,0.923982,41.4575,-1.37326
volume,1,1,seasonal_naive_daily,751,336,28.1649,1.09292,30.066,-1.42882
volume,1,1,seasonal_naive_daily,771,336,18.3689,1.27714,18.8137,-0.363715
volume,1,1,seasonal_naive_daily,773,336,34.8681,0.830766,35.286,-0.409722
volume,1,1,seasonal_naive_daily,775,336,934.405,1.06332,932.42,17.2619
volume,1,1,seasonal_naive_daily,777,336,921.471,0.948907,924.897,41.968
volume,1,1,seasonal_naive_daily,781,336,177.725,1.1667,179.248,16.7989
volume,1,1,seasonal_naive_daily,783,336,11.5208,1.66195,11.7289,0.0347222
volume,1,1,seasonal_naive_daily,790,336,7.47222,0.905517,7.65526,0.15625
volume,1,1,seasonal_naive_daily,792,336,6.50174,0.836033,6.51648,0.460069
volume,1,1,seasonal_naive_daily,795,336,60.3415,1.03667,58.25,1.88666
volume,1,1,seasonal_naive_daily,799,336,31.763,0.907953,32.0962,-0.93316
volume,1,1,seasonal_naive_daily,802,336,27.2101,0.988351,27.34,2.12674
volume,1,1,seasonal_naive_daily,804,336,142.856,1.07573,142.077,1.10665
volume,1,1,seasonal_naive_daily,805,336,10.783,0.8237,12.2458,0.140625
volume,1,1,seasonal_naive_daily,809,336,48.6615,1.10991,50.2968,1.9184
volume,1,1,seasonal_naive_daily,832,336,20.4306,0.950551,20.0001,0.383681
volume,1,1,seasonal_naive_daily,842,336,43.4479,1.21566,41.2052,1.12153
volume,1,1,seasonal_naive_daily,844,336,707.738,0.66522,754.136,-43.3135
volume,1,1,seasonal_naive_daily,848,336,9.48958,0.996487,9.82384,0.461806
volume,1,1,seasonal_naive_daily,849,336,18.0458,1.07805,18.7851,-0.576513
volume,1,1,seasonal_naive_daily,851,336,58.763,0.948722,56.4154,3.89844
volume,1,1,seasonal_naive_daily,852,336,5.35503,0.710728,4.60046,0.863715
volume,1,1,seasonal_naive_daily,855,336,47.9939,0.879302,47.761,-1.38802
volume,1,1,seasonal_naive_daily,858,336,233.88,0.927978,228.881,-8.17783
volume,1,1,seasonal_naive_daily,862,336,12.9097,1.03734,13.1692,0.5625
volume,1,1,seasonal_naive_daily,881,336,35.8021,0.846107,37.0311,-2.19097
volume,1,1,seasonal_naive_daily,882,336,7.58681,0.988939,7.5713,-0.184028
volume,1,1,seasonal_naive_daily,883,336,11.4965,1.24534,11.6664,-0.434028
volume,1,1,seasonal_naive_daily,887,336,16.375,0.725423,16.571,0.211806
volume,1,1,seasonal_naive_daily,888,336,53.0946,0.953336,52.7801,4.31163
volume,1,1,seasonal_naive_daily,890,336,2.05208,0.791623,2.10282,0.0902778
volume,1,1,seasonal_naive_daily,891,336,326.86,0.964216,333.504,-30.9871
volume,1,1,seasonal_naive_daily,893,336,9.42708,1.36271,9.98496,-0.0833333
volume,1,1,seasonal_naive_daily,895,336,616.369,0.967795,647.369,27.0238
volume,1,1,seasonal_naive_daily,897,336,84.2557,0.840526,78.5822,4.38814
volume,1,1,seasonal_naive_daily,900,336,10.2153,1.09683,10.599,-0.607639
volume,1,1,seasonal_naive_daily,901,336,7.47569,0.94933,8.25623,-0.0729167
volume,1,1,seasonal_naive_daily,902,336,13.6267,0.977831,13.5505,0.255208
volume,1,1,seasonal_naive_daily,903,336,21.8837,0.980007,22.3331,-1.77083
volume,1,1,seasonal_naive_daily,904,336,25.1667,1.13725,26.0368,1.00347
volume,1,1,seasonal_naive_daily,937,336,4.73785,0.854356,4.87614,0.0815972
volume,1,1,seasonal_naive_daily,943,336,19.9427,1.11435,19.8097,-0.296875
volume,1,1,seasonal_naive_daily,958,336,25.467,1.44683,25.9927,-0.456597
volume,1,1,seasonal_naive_daily,965,336,58.7413,0.92748,57.1571,1.30903
volume,1,1,seasonal_naive_daily,966,336,54.1814,0.913196,52.9183,2.74566
volume,1,1,seasonal_naive_daily,967,336,12.9549,0.932077,12.7724,-1.02083
volume,1,1,seasonal_naive_daily,969,336,14.8819,0.692707,14.8788,-0.777778
volume,1,1,seasonal_naive_daily,972,336,31.4392,0.885774,31.3776,-2.73785
volume,1,1,seasonal_naive_daily,974,336,46.6753,0.90054,45.3374,0.602431
volume,1,1,seasonal_naive_daily,975,336,10.0833,0.800374,10.396,-0.329861
volume,1,1,seasonal_naive_daily,977,336,9.92014,1.01459,10.1359,-0.15625
volume,1,1,seasonal_naive_daily,979,336,9.6875,1.05931,9.633,0.795139
volume,1,1,seasonal_naive_daily,981,336,54.1295,0.915628,55.4768,0.729167
volume,1,1,seasonal_naive_daily,982,336,13.7639,0.959846,13.5981,1.13889
volume,1,1,seasonal_naive_daily,983,336,13.4896,1.04429,13.9397,-0.472222
volume,1,1,seasonal_naive_daily,984,336,8.71181,0.872037,9.0688,-0.541667
volume,1,1,seasonal_naive_daily,986,336,73.938,1.10095,74.4592,2.76885
volume,1,1,seasonal_naive_daily,987,336,7.41865,0.853952,7.45665,0.378472
volume,1,1,seasonal_naive_daily,988,336,11.3082,0.752988,11.3013,0.273437
volume,1,1,seasonal_naive_daily,989,336,31.8275,1.00204,31.7099,1.45399
volume,1,1,seasonal_naive_daily,991,336,10.02,1.07776,10.0346,1.45747
volume,1,1,seasonal_naive_daily,996,336,44.099,0.73797,42.7596,-0.402778
volume,1,1,seasonal_naive_daily,998,336,29.5139,0.909112,29.6538,-0.355903
volume,1,1,seasonal_naive_daily,1000,336,38.0816,0.974148,38.0808,1.75521
volume,1,1,seasonal_naive_daily,1009,336,43.7717,0.898272,43.3941,3.99566
volume,1,1,seasonal_naive_daily,1011,336,62.8724,1.01484,62.7474,-1.71788
volume,1,1,seasonal_naive_daily,1015,336,22.9045,0.77533,22.9472,-1.71354
volume,1,1,seasonal_naive_daily,1026,336,1067.52,1.40734,1069.9,-130.562
volume,1,1,seasonal_naive_daily,1029,336,241.19,0.879005,237.606,10.7143
volume,1,1,seasonal_naive_daily,1031,336,137.786,1.05384,136.991,-4.25992
volume,1,1,seasonal_naive_daily,1043,336,22.3099,1.23728,22.875,-0.521701
volume,1,1,seasonal_naive_daily,1049,336,78.8542,0.805314,75.2961,-1.72569
volume,1,1,seasonal_naive_daily,1060,336,5.25347,0.67227,5.33433,-0.00694444
volume,1,1,seasonal_naive_daily,1061,336,17.6059,0.770238,17.5191,1.30382
volume,1,1,seasonal_naive_daily,1062,336,20.8116,0.99995,22.0132,-0.978299
volume,1,1,seasonal_naive_daily,1066,336,12.2161,0.988293,12.2861,0.665799
volume,1,1,seasonal_naive_daily,1067,336,15.974,0.723275,15.8848,0.659722
volume,1,1,seasonal_naive_daily,1068,336,44.6554,0.953848,44.4458,4.35057
volume,1,1,seasonal_naive_daily,1071,336,24.8247,1.01112,25.1325,-1.61979
volume,1,1,seasonal_naive_daily,1072,336,21.474,1.06987,23.2555,1.09722
volume,1,1,seasonal_naive_daily,1074,336,20.1372,1.0906,20.3831,0.135417
volume,1,1,seasonal_naive_daily,1075,336,13.6042,1.04899,13.5464,-0.3125
volume,1,1,seasonal_naive_daily,1076,336,16.224,1.02034,16.3902,-0.324653
volume,1,1,seasonal_naive_daily,1081,336,15.7882,1.08551,15.6712,0.875
volume,1,1,seasonal_naive_daily,1082,336,8.99132,1.1035,9.2582,-0.475694
volume,1,1,seasonal_naive_daily,1083,336,24.3358,0.96299,24.1283,0.34375
volume,1,1,seasonal_naive_daily,1085,336,16.9618,1.09669,17.2663,-1.10764
volume,1,1,seasonal_naive_daily,1087,336,23.0191,1.37012,23.5903,-0.914931
volume,1,1,seasonal_naive_daily,1088,336,16.9635,1.39659,17.584,1.33681
volume,1,1,seasonal_naive_daily,1090,336,11.1901,1.04038,11.392,0.565104
volume,1,1,seasonal_naive_daily,1092,336,5.15191,0.936783,5.1454,0.118924
volume,1,1,seasonal_naive_daily,1094,336,13.8628,1.24951,13.9102,0.328125
volume,1,1,seasonal_naive_daily,1095,336,15.0903,0.959521,15.0463,-0.635417
volume,1,1,seasonal_naive_daily,1096,336,20.3993,1.15404,20.5487,-0.763889
volume,1,1,seasonal_naive_daily,1098,336,169.364,0.867183,171.963,0.561385
volume,1,1,seasonal_naive_daily,1099,336,11.0295,0.964226,11.4886,-0.550347
volume,1,1,seasonal_naive_daily,1100,336,18.592,0.788061,18.4132,3.14062
volume,1,1,seasonal_naive_daily,1102,336,20.8785,1.05729,20.968,3.11458
volume,1,1,seasonal_naive_daily,1104,336,7.05556,0.843719,7.05895,-0.0659722
volume,1,1,seasonal_naive_daily,1106,336,9.42448,1.44368,9.60155,0.846354
volume,1,1,seasonal_naive_daily,1107,336,6.75434,1.1585,7.04418,0.0546875
volume,1,1,seasonal_naive_daily,1109,336,9.83854,0.931508,9.71318,0.230903
volume,1,1,seasonal_naive_daily,1110,336,7.95486,0.779252,7.98048,1.00694
volume,1,1,seasonal_naive_daily,1111,336,20.0339,0.938475,20.1048,0.419271
volume,1,1,seasonal_naive_daily,1112,336,8.82118,0.827038,9.13028,-0.585069
volume,1,1,seasonal_naive_daily,1113,336,8.43316,0.835604,8.43293,0.778646
volume,1,1,seasonal_naive_daily,1114,336,9.19184,0.989419,9.28572,-0.313368
volume,1,1,seasonal_naive_daily,1115,336,17.2934,0.841799,17.2054,-0.0208334
volume,1,1,seasonal_naive_daily,1119,336,24.1736,0.952955,25.1036,-1.78125
volume,1,1,seasonal_naive_daily,1120,336,12.7352,0.822172,12.7513,0.299479
volume,1,1,seasonal_naive_daily,1121,336,17.2908,0.95586,17.2034,0.846354
volume,1,1,seasonal_naive_daily,1124,336,282.658,0.937958,287.394,-5.50099
volume,1,1,seasonal_naive_daily,1125,336,5.47569,1.49124,5.76935,0.381944
volume,1,1,seasonal_naive_daily,1126,336,10.1111,0.845151,10.5206,-0.387153
volume,1,1,seasonal_naive_daily,1130,336,5.125,1.84943,5.35918,-0.00347222
volume,1,1,seasonal_naive_daily,1134,336,14.3177,1.15499,14.4808,-0.776042
volume,1,1,seasonal_naive_daily,1135,336,8.86111,1.04799,8.87511,-0.0729167
volume,1,1,seasonal_naive_daily,1137,336,30.8958,0.950032,30.8413,1.78125
volume,1,1,seasonal_naive_daily,1138,336,8.78646,1.66852,9.38318,0.0329861
volume,1,1,seasonal_naive_daily,1143,336,7.93924,0.945688,8.07567,0.147569
volume,1,1,seasonal_naive_daily,1144,336,19.4887,1.12934,19.6405,-0.450521
volume,1,1,seasonal_naive_daily,1149,336,21.1554,1.08042,21.6352,-1.48351
volume,1,1,seasonal_naive_daily,1154,336,7.21007,0.826079,7.12465,0.123264
volume,1,1,seasonal_naive_daily,1156,336,8.74479,0.81303,8.85521,-1.15104
volume,1,1,seasonal_naive_daily,1159,336,21.8681,0.857249,22.1573,-2.37847
