target,horizon,fold,family,hour_of_day,n,mae,mase
duration,1,1,global_gbm,5,3850,0.667405,0.174235
duration,1,1,global_gbm,6,3850,0.809102,0.212047
duration,1,1,global_gbm,7,3850,1.28552,0.36024
duration,1,1,global_gbm,8,3850,1.57248,0.525388
duration,1,1,global_gbm,9,3850,1.41249,0.485415
duration,1,1,global_gbm,10,3850,1.11951,0.379619
duration,1,1,global_gbm,11,3850,1.14442,0.378191
duration,1,1,global_gbm,12,3850,1.31869,0.421871
duration,1,1,global_gbm,13,3850,1.19172,0.385055
duration,1,1,global_gbm,14,3850,1.2278,0.396986
duration,1,1,global_gbm,15,3850,1.16328,0.37778
duration,1,1,global_gbm,16,3850,1.16068,0.381882
duration,1,1,global_gbm,17,3850,1.21233,0.398913
duration,1,1,global_gbm,18,3850,1.3986,0.475381
duration,1,1,global_gbm,19,3850,1.48604,0.487887
duration,1,1,global_gbm,20,3850,1.36044,0.430073
duration,1,1,global_gbm,21,3850,1.22773,0.391689
duration,1,1,global_gbm,22,3850,1.16798,0.370485
duration,1,1,global_gbm,23,3850,1.2851,0.370604
duration,1,2,last_observation,0,3850,1.91076,0.485618
duration,1,2,last_observation,1,3850,0.635195,0.170713
duration,1,2,last_observation,2,3850,0.648095,0.166948
duration,1,2,last_observation,3,3850,0.485238,0.12507
duration,1,2,last_observation,4,3850,0.328874,0.0877441
duration,1,2,last_observation,5,3850,0.386364,0.0978599
duration,1,2,last_observation,6,3850,0.667554,0.17187
duration,1,2,last_observation,7,3850,2.14686,0.529344
duration,1,2,last_observation,8,3850,3.60344,0.913679
duration,1,2,last_observation,9,3850,2.5516,0.713031
duration,1,2,last_observation,10,3850,1.75387,0.519702
duration,1,2,last_observation,11,3850,1.04532,0.339583
duration,1,2,last_observation,12,3850,1.3819,0.425383
duration,1,2,last_observation,13,3850,1.03342,0.334085
duration,1,2,last_observation,14,3850,1.6734,0.511643
duration,1,2,last_observation,15,3850,0.94119,0.31039
duration,1,2,last_observation,16,3850,0.854351,0.284877
duration,1,2,last_observation,17,3850,1.04398,0.339997
duration,1,2,last_observation,18,3850,1.73623,0.506171
duration,1,2,last_observation,19,3850,2.57732,0.680196
duration,1,2,last_observation,20,3850,1.99333,0.517252
duration,1,2,last_observation,21,3850,1.41011,0.401563
duration,1,2,last_observation,22,3850,1.13422,0.331807
duration,1,2,last_observation,23,3850,1.01606,0.297763
duration,1,2,seasonal_naive_daily,0,3850,2.67167,0.920181
duration,1,2,seasonal_naive_daily,1,3850,2.6869,0.925839
duration,1,2,seasonal_naive_daily,2,3850,2.70095,0.929005
duration,1,2,seasonal_naive_daily,3,3850,2.72558,0.933272
duration,1,2,seasonal_naive_daily,4,3850,2.71494,0.925355
duration,1,2,seasonal_naive_daily,5,3850,2.68277,0.921112
duration,1,2,seasonal_naive_daily,6,3850,2.67803,0.91453
duration,1,2,seasonal_naive_daily,7,3850,2.85121,0.923993
duration,1,2,seasonal_naive_daily,8,3850,3.29835,1.01417
duration,1,2,seasonal_naive_daily,9,3850,3.57574,1.09949
duration,1,2,seasonal_naive_daily,10,3850,4.32041,1.32076
duration,1,2,seasonal_naive_daily,11,3850,3.90409,1.20405
duration,1,2,seasonal_naive_daily,12,3850,4.21126,1.28186
duration,1,2,seasonal_naive_daily,13,3850,4.11777,1.25523
duration,1,2,seasonal_naive_daily,14,3850,3.24874,1.04126
duration,1,2,seasonal_naive_daily,15,3850,3.29736,1.06999
duration,1,2,seasonal_naive_daily,16,3850,3.27606,1.06803
duration,1,2,seasonal_naive_daily,17,3850,3.20773,1.04295
duration,1,2,seasonal_naive_daily,18,3850,3.12794,1.01143
duration,1,2,seasonal_naive_daily,19,3850,2.76872,0.929695
duration,1,2,seasonal_naive_daily,20,3850,2.6429,0.921615
duration,1,2,seasonal_naive_daily,21,3850,2.5963,0.900937
duration,1,2,seasonal_naive_daily,22,3850,2.58017,0.897221
duration,1,2,seasonal_naive_daily,23,3850,2.7497,0.925854
duration,1,2,seasonal_naive_weekly,0,3850,3.07623,1.04984
duration,1,2,seasonal_naive_weekly,1,3850,3.11827,1.06244
duration,1,2,seasonal_naive_weekly,2,3850,3.12574,1.06564
duration,1,2,seasonal_naive_weekly,3,3850,3.14403,1.066
duration,1,2,seasonal_naive_weekly,4,3850,3.15641,1.06282
duration,1,2,seasonal_naive_weekly,5,3850,3.13894,1.05701
duration,1,2,seasonal_naive_weekly,6,3850,3.11535,1.05715
duration,1,2,seasonal_naive_weekly,7,3850,2.88011,0.980437
duration,1,2,seasonal_naive_weekly,8,3850,2.79227,0.962185
duration,1,2,seasonal_naive_weekly,9,3850,2.91082,1.00449
duration,1,2,seasonal_naive_weekly,10,3850,3.76054,1.24208
duration,1,2,seasonal_naive_weekly,11,3850,3.38916,1.13582
duration,1,2,seasonal_naive_weekly,12,3850,3.8316,1.24775
duration,1,2,seasonal_naive_weekly,13,3850,3.80835,1.23544
duration,1,2,seasonal_naive_weekly,14,3850,2.90528,1.00387
duration,1,2,seasonal_naive_weekly,15,3850,2.95991,1.0214
duration,1,2,seasonal_naive_weekly,16,3850,2.94662,1.01284
duration,1,2,seasonal_naive_weekly,17,3850,2.92387,1.00799
duration,1,2,seasonal_naive_weekly,18,3850,2.9513,1.00325
duration,1,2,seasonal_naive_weekly,19,3850,2.9258,1.00183
duration,1,2,seasonal_naive_weekly,20,3850,2.91134,1.00873
duration,1,2,seasonal_naive_weekly,21,3850,2.88489,1.00245
duration,1,2,seasonal_naive_weekly,22,3850,3.0016,1.02879
duration,1,2,seasonal_naive_weekly,23,3850,3.11069,1.04702
duration,1,2,autoregressive,0,3850,1.22119,0.349867
duration,1,2,autoregressive,1,3850,0.732031,0.218953
duration,1,2,autoregressive,2,3850,0.650342,0.200255
duration,1,2,autoregressive,3,3850,0.654186,0.192642
duration,1,2,autoregressive,4,3850,0.611792,0.185062
duration,1,2,autoregressive,5,3850,0.665213,0.19543
duration,1,2,autoregressive,6,3850,0.945075,0.250076
duration,1,2,autoregressive,7,3850,1.37174,0.389327
duration,1,2,autoregressive,8,3850,1.92727,0.572609
duration,1,2,autoregressive,9,3850,1.53979,0.502709
duration,1,2,autoregressive,10,3850,1.42503,0.458172
duration,1,2,autoregressive,11,3850,1.18859,0.37641
duration,1,2,autoregressive,12,3850,1.37558,0.424378
duration,1,2,autoregressive,13,3850,1.09176,0.353549
duration,1,2,autoregressive,14,3850,1.49938,0.467523
duration,1,2,autoregressive,15,3850,1.1199,0.366191
duration,1,2,autoregressive,16,3850,0.994005,0.324785
duration,1,2,autoregressive,17,3850,1.08687,0.356442
duration,1,2,autoregressive,18,3850,1.26755,0.416203
duration,1,2,autoregressive,19,3850,1.45075,0.460494
duration,1,2,autoregressive,20,3850,1.17484,0.376902
duration,1,2,autoregressive,21,3850,1.08404,0.350445
duration,1,2,autoregressive,22,3850,0.930379,0.302195
duration,1,2,autoregressive,23,3850,1.01218,0.307176
duration,1,2,zone_ridge,0,3850,1.07275,0.314301
duration,1,2,zone_ridge,1,3850,0.791029,0.232413
duration,1,2,zone_ridge,2,3850,0.674131,0.206548
duration,1,2,zone_ridge,3,3850,0.66515,0.19533
duration,1,2,zone_ridge,4,3850,0.671989,0.195218
duration,1,2,zone_ridge,5,3850,0.718298,0.205957
duration,1,2,zone_ridge,6,3850,0.765365,0.223714
duration,1,2,zone_ridge,7,3850,1.32553,0.368856
duration,1,2,zone_ridge,8,3850,1.71418,0.519644
duration,1,2,zone_ridge,9,3850,1.45249,0.475128
duration,1,2,zone_ridge,10,3850,1.51399,0.479669
duration,1,2,zone_ridge,11,3850,1.18138,0.374273
duration,1,2,zone_ridge,12,3850,1.37934,0.426704
duration,1,2,zone_ridge,13,3850,1.12388,0.359304
duration,1,2,zone_ridge,14,3850,1.57203,0.478455
duration,1,2,zone_ridge,15,3850,1.14155,0.367905
duration,1,2,zone_ridge,16,3850,1.0189,0.330632
duration,1,2,zone_ridge,17,3850,1.06795,0.354103
duration,1,2,zone_ridge,18,3850,1.28437,0.41642
duration,1,2,zone_ridge,19,3850,1.49486,0.466308
duration,1,2,zone_ridge,20,3850,1.16319,0.369162
duration,1,2,zone_ridge,21,3850,1.04749,0.341157
duration,1,2,zone_ridge,22,3850,0.940496,0.305395
duration,1,2,zone_ridge,23,3850,1.01966,0.30745
duration,1,2,zone_gbm,0,3850,0.942558,0.287604
duration,1,2,zone_gbm,1,3850,0.695637,0.2158
duration,1,2,zone_gbm,2,3850,0.658952,0.202831
duration,1,2,zone_gbm,3,3850,0.618006,0.184515
duration,1,2,zone_gbm,4,3850,0.570343,0.171475
duration,1,2,zone_gbm,5,3850,0.585506,0.171894
duration,1,2,zone_gbm,6,3850,0.610341,0.187021
duration,1,2,zone_gbm,7,3850,1.10453,0.325007
duration,1,2,zone_gbm,8,3850,1.35511,0.444623
duration,1,2,zone_gbm,9,3850,1.36243,0.453391
duration,1,2,zone_gbm,10,3850,1.48162,0.475979
duration,1,2,zone_gbm,11,3850,1.02337,0.344251
duration,1,2,zone_gbm,12,3850,1.3354,0.424349
duration,1,2,zone_gbm,13,3850,1.18371,0.376761
duration,1,2,zone_gbm,14,3850,1.3956,0.452961
duration,1,2,zone_gbm,15,3850,1.03036,0.34616
duration,1,2,zone_gbm,16,3850,0.949351,0.322542
duration,1,2,zone_gbm,17,3850,1.0194,0.347316
duration,1,2,zone_gbm,18,3850,1.21654,0.405238
duration,1,2,zone_gbm,19,3850,1.32245,0.433785
duration,1,2,zone_gbm,20,3850,1.12345,0.366702
duration,1,2,zone_gbm,21,3850,1.02947,0.340464
duration,1,2,zone_gbm,22,3850,0.936591,0.307032
duration,1,2,zone_gbm,23,3850,0.995895,0.309667
duration,1,2,global_ridge,0,3850,1.3042,0.396062
duration,1,2,global_ridge,1,3850,0.826797,0.270694
duration,1,2,global_ridge,2,3850,0.692796,0.232262
duration,1,2,global_ridge,3,3850,0.654312,0.215502
duration,1,2,global_ridge,4,3850,0.593497,0.198076
duration,1,2,global_ridge,5,3850,0.597977,0.197611
duration,1,2,global_ridge,6,3850,0.673974,0.22438
duration,1,2,global_ridge,7,3850,1.31666,0.377792
duration,1,2,global_ridge,8,3850,1.8433,0.56267
duration,1,2,global_ridge,9,3850,1.56077,0.525652
duration,1,2,global_ridge,10,3850,1.63915,0.534659
duration,1,2,global_ridge,11,3850,1.17976,0.402759
duration,1,2,global_ridge,12,3850,1.40311,0.451224
duration,1,2,global_ridge,13,3850,1.1874,0.393876
duration,1,2,global_ridge,14,3850,1.74186,0.553551
duration,1,2,global_ridge,15,3850,1.07422,0.376151
duration,1,2,global_ridge,16,3850,0.971028,0.34589
duration,1,2,global_ridge,17,3850,1.05511,0.375096
duration,1,2,global_ridge,18,3850,1.31515,0.450525
duration,1,2,global_ridge,19,3850,1.62224,0.521115
duration,1,2,global_ridge,20,3850,1.28612,0.423285
duration,1,2,global_ridge,21,3850,1.12164,0.386472
duration,1,2,global_ridge,22,3850,0.986506,0.339394
duration,1,2,global_ridge,23,3850,1.06296,0.342583
duration,1,2,global_gbm,0,3850,1.10573,0.328358
duration,1,2,global_gbm,1,3850,0.751977,0.216941
duration,1,2,global_gbm,2,3850,0.631056,0.184048
duration,1,2,global_gbm,3,3850,0.582247,0.164207
duration,1,2,global_gbm,4,3850,0.531643,0.15056
duration,1,2,global_gbm,5,3850,0.547697,0.151157
duration,1,2,global_gbm,6,3850,0.638193,0.18001
duration,1,2,global_gbm,7,3850,1.05332,0.317956
duration,1,2,global_gbm,8,3850,1.44748,0.488126
duration,1,2,global_gbm,9,3850,1.41508,0.47303
duration,1,2,global_gbm,10,3850,1.43215,0.460133
duration,1,2,global_gbm,11,3850,0.980059,0.330265
duration,1,2,global_gbm,12,3850,1.27333,0.408404
duration,1,2,global_gbm,13,3850,1.04896,0.342649
duration,1,2,global_gbm,14,3850,1.46069,0.465121
duration,1,2,global_gbm,15,3850,0.930687,0.324175
duration,1,2,global_gbm,16,3850,0.856546,0.296554
duration,1,2,global_gbm,17,3850,0.941924,0.32521
duration,1,2,global_gbm,18,3850,1.23941,0.412753
duration,1,2,global_gbm,19,3850,1.41935,0.462981
duration,1,2,global_gbm,20,3850,1.1727,0.373859
duration,1,2,global_gbm,21,3850,1.04734,0.339465
duration,1,2,global_gbm,22,3850,0.937743,0.297112
duration,1,2,global_gbm,23,3850,0.97555,0.293035
duration,1,3,last_observation,0,3850,1.33253,0.331608
duration,1,3,last_observation,1,3850,0.600714,0.15952
duration,1,3,last_observation,2,3850,0.531991,0.132679
duration,1,3,last_observation,3,3850,0.346775,0.090634
duration,1,3,last_observation,4,3850,0.29461,0.0769951
duration,1,3,last_observation,5,3850,0.279957,0.0743435
duration,1,3,last_observation,6,3850,0.515758,0.136817
duration,1,3,last_observation,7,3850,1.08199,0.272482
duration,1,3,last_observation,8,3850,2.31236,0.599563
duration,1,3,last_observation,9,3850,1.84978,0.515661
duration,1,3,last_observation,10,3850,1.18474,0.349156
duration,1,3,last_observation,11,3850,0.84158,0.264007
duration,1,3,last_observation,12,3850,1.24069,0.377734
duration,1,3,last_observation,13,3850,0.918615,0.29361
duration,1,3,last_observation,14,3850,1.05868,0.328671
duration,1,3,last_observation,15,3850,0.76526,0.252652
duration,1,3,last_observation,16,3850,0.797511,0.257706
duration,1,3,last_observation,17,3850,0.971017,0.301451
duration,1,3,last_observation,18,3850,1.47491,0.439646
duration,1,3,last_observation,19,3850,1.77208,0.487825
duration,1,3,last_observation,20,3850,1.29004,0.356986
duration,1,3,last_observation,21,3850,0.91974,0.273913
duration,1,3,last_observation,22,3850,0.758355,0.229155
duration,1,3,last_observation,23,3850,0.684957,0.196174
duration,1,3,seasonal_naive_daily,0,3850,2.38526,0.79102
duration,1,3,seasonal_naive_daily,1,3850,2.27911,0.772886
duration,1,3,seasonal_naive_daily,2,3850,2.30855,0.782168
duration,1,3,seasonal_naive_daily,3,3850,2.28913,0.776488
duration,1,3,seasonal_naive_daily,4,3850,2.26835,0.773573
duration,1,3,seasonal_naive_daily,5,3850,2.27554,0.771545
duration,1,3,seasonal_naive_daily,6,3850,2.2481,0.767596
duration,1,3,seasonal_naive_daily,7,3850,2.25318,0.760845
duration,1,3,seasonal_naive_daily,8,3850,2.50435,0.81655
duration,1,3,seasonal_naive_daily,9,3850,2.79636,0.914009
duration,1,3,seasonal_naive_daily,10,3850,2.8284,0.91797
duration,1,3,seasonal_naive_daily,11,3850,2.81864,0.916285
duration,1,3,seasonal_naive_daily,12,3850,2.77939,0.906989
duration,1,3,seasonal_naive_daily,13,3850,2.71775,0.899656
duration,1,3,seasonal_naive_daily,14,3850,2.74996,0.902586
duration,1,3,seasonal_naive_daily,15,3850,2.71565,0.897365
duration,1,3,seasonal_naive_daily,16,3850,2.71041,0.897958
duration,1,3,seasonal_naive_daily,17,3850,2.65195,0.873999
duration,1,3,seasonal_naive_daily,18,3850,2.45478,0.816664
duration,1,3,seasonal_naive_daily,19,3850,2.2568,0.776809
duration,1,3,seasonal_naive_daily,20,3850,2.23203,0.770336
duration,1,3,seasonal_naive_daily,21,3850,2.25628,0.767282
duration,1,3,seasonal_naive_daily,22,3850,2.26219,0.764579
duration,1,3,seasonal_naive_daily,23,3850,2.26976,0.768342
duration,1,3,seasonal_naive_weekly,0,3850,3.66816,1.11143
duration,1,3,seasonal_naive_weekly,1,3850,3.6816,1.11927
duration,1,3,seasonal_naive_weekly,2,3850,3.70372,1.12731
duration,1,3,seasonal_naive_weekly,3,3850,3.73563,1.13502
duration,1,3,seasonal_naive_weekly,4,3850,3.72489,1.13398
duration,1,3,seasonal_naive_weekly,5,3850,3.64314,1.11596
duration,1,3,seasonal_naive_weekly,6,3850,3.57457,1.09817
duration,1,3,seasonal_naive_weekly,7,3850,3.23541,1.02138
duration,1,3,seasonal_naive_weekly,8,3850,3.1363,1.00915
duration,1,3,seasonal_naive_weekly,9,3850,3.29807,1.06691
duration,1,3,seasonal_naive_weekly,10,3850,3.29745,1.06942
duration,1,3,seasonal_naive_weekly,11,3850,3.35413,1.09221
duration,1,3,seasonal_naive_weekly,12,3850,3.39857,1.10302
duration,1,3,seasonal_naive_weekly,13,3850,3.36074,1.11022
duration,1,3,seasonal_naive_weekly,14,3850,3.38597,1.10719
duration,1,3,seasonal_naive_weekly,15,3850,3.3768,1.09793
duration,1,3,seasonal_naive_weekly,16,3850,3.35052,1.0899
duration,1,3,seasonal_naive_weekly,17,3850,3.33273,1.07491
duration,1,3,seasonal_naive_weekly,18,3850,3.23942,1.04331
duration,1,3,seasonal_naive_weekly,19,3850,3.09147,1.01395
duration,1,3,seasonal_naive_weekly,20,3850,3.129,1.01462
duration,1,3,seasonal_naive_weekly,21,3850,3.24604,1.02499
duration,1,3,seasonal_naive_weekly,22,3850,3.3371,1.03631
duration,1,3,seasonal_naive_weekly,23,3850,3.33652,1.03649
duration,1,3,autoregressive,0,3850,0.858178,0.247685
duration,1,3,autoregressive,1,3850,0.65709,0.195871
duration,1,3,autoregressive,2,3850,0.567638,0.171493
duration,1,3,autoregressive,3,3850,0.514273,0.155965
duration,1,3,autoregressive,4,3850,0.523524,0.157069
duration,1,3,autoregressive,5,3850,0.54984,0.162254
duration,1,3,autoregressive,6,3850,0.705402,0.195051
duration,1,3,autoregressive,7,3850,0.865949,0.250699
duration,1,3,autoregressive,8,3850,1.39773,0.41217
duration,1,3,autoregressive,9,3850,1.11414,0.37187
duration,1,3,autoregressive,10,3850,0.954763,0.310793
duration,1,3,autoregressive,11,3850,0.850739,0.280221
duration,1,3,autoregressive,12,3850,1.01128,0.325477
duration,1,3,autoregressive,13,3850,0.909692,0.297819
duration,1,3,autoregressive,14,3850,0.939448,0.306119
duration,1,3,autoregressive,15,3850,0.82684,0.275307
duration,1,3,autoregressive,16,3850,0.86317,0.283239
duration,1,3,autoregressive,17,3850,0.928906,0.304334
duration,1,3,autoregressive,18,3850,1.12476,0.376988
duration,1,3,autoregressive,19,3850,1.17707,0.369916
duration,1,3,autoregressive,20,3850,0.977644,0.305778
duration,1,3,autoregressive,21,3850,0.821079,0.265366
duration,1,3,autoregressive,22,3850,0.743331,0.239028
duration,1,3,autoregressive,23,3850,0.681591,0.215025
duration,1,3,zone_ridge,0,3850,0.910999,0.26375
duration,1,3,zone_ridge,1,3850,0.765772,0.221815
duration,1,3,zone_ridge,2,3850,0.632603,0.18863
duration,1,3,zone_ridge,3,3850,0.572037,0.171854
duration,1,3,zone_ridge,4,3850,0.594589,0.173824
duration,1,3,zone_ridge,5,3850,0.625456,0.179856
duration,1,3,zone_ridge,6,3850,0.712049,0.202125
duration,1,3,zone_ridge,7,3850,0.802969,0.238457
duration,1,3,zone_ridge,8,3850,1.13759,0.358374
duration,1,3,zone_ridge,9,3850,1.13329,0.36735
duration,1,3,zone_ridge,10,3850,1.02263,0.323673
duration,1,3,zone_ridge,11,3850,0.960225,0.306825
duration,1,3,zone_ridge,12,3850,1.08157,0.337312
duration,1,3,zone_ridge,13,3850,0.946547,0.307153
duration,1,3,zone_ridge,14,3850,0.933333,0.305482
duration,1,3,zone_ridge,15,3850,0.857173,0.285284
duration,1,3,zone_ridge,16,3850,0.909228,0.295163
duration,1,3,zone_ridge,17,3850,0.934914,0.311484
duration,1,3,zone_ridge,18,3850,1.12672,0.375585
duration,1,3,zone_ridge,19,3850,1.19389,0.38114
duration,1,3,zone_ridge,20,3850,1.02239,0.3177
duration,1,3,zone_ridge,21,3850,0.891332,0.285758
duration,1,3,zone_ridge,22,3850,0.799891,0.255973
duration,1,3,zone_ridge,23,3850,0.749461,0.234477
duration,1,3,zone_gbm,0,3850,0.948314,0.258222
duration,1,3,zone_gbm,1,3850,0.764444,0.209177
duration,1,3,zone_gbm,2,3850,0.684681,0.183031
duration,1,3,zone_gbm,3,3850,0.57943,0.159628
duration,1,3,zone_gbm,4,3850,0.554564,0.152466
duration,1,3,zone_gbm,5,3850,0.511811,0.147334
duration,1,3,zone_gbm,6,3850,0.535708,0.156661
duration,1,3,zone_gbm,7,3850,0.989249,0.273622
duration,1,3,zone_gbm,8,3850,1.17879,0.366125
duration,1,3,zone_gbm,9,3850,1.17257,0.373048
duration,1,3,zone_gbm,10,3850,1.0011,0.319826
duration,1,3,zone_gbm,11,3850,0.890394,0.292861
duration,1,3,zone_gbm,12,3850,1.02409,0.324149
duration,1,3,zone_gbm,13,3850,0.95646,0.31443
duration,1,3,zone_gbm,14,3850,0.929286,0.302291
duration,1,3,zone_gbm,15,3850,0.851345,0.285135
duration,1,3,zone_gbm,16,3850,0.901489,0.294965
duration,1,3,zone_gbm,17,3850,0.947661,0.309536
duration,1,3,zone_gbm,18,3850,1.09061,0.36082
duration,1,3,zone_gbm,19,3850,1.17538,0.375526
duration,1,3,zone_gbm,20,3850,1.07781,0.327888
duration,1,3,zone_gbm,21,3850,0.976809,0.29865
duration,1,3,zone_gbm,22,3850,0.876749,0.266362
duration,1,3,zone_gbm,23,3850,0.774775,0.234053
duration,1,3,global_ridge,0,3850,0.971949,0.298733
duration,1,3,global_ridge,1,3850,0.792725,0.246251
duration,1,3,global_ridge,2,3850,0.609726,0.192904
duration,1,3,global_ridge,3,3850,0.536846,0.169839
duration,1,3,global_ridge,4,3850,0.524065,0.16913
duration,1,3,global_ridge,5,3850,0.523053,0.172769
duration,1,3,global_ridge,6,3850,0.614468,0.20605
duration,1,3,global_ridge,7,3850,0.828201,0.260294
duration,1,3,global_ridge,8,3850,1.40068,0.433952
duration,1,3,global_ridge,9,3850,1.21986,0.411838
duration,1,3,global_ridge,10,3850,1.05979,0.355026
duration,1,3,global_ridge,11,3850,0.94657,0.32509
duration,1,3,global_ridge,12,3850,1.14447,0.374739
duration,1,3,global_ridge,13,3850,1.04838,0.349432
duration,1,3,global_ridge,14,3850,0.988106,0.335592
duration,1,3,global_ridge,15,3850,0.879178,0.307261
duration,1,3,global_ridge,16,3850,0.917932,0.315371
duration,1,3,global_ridge,17,3850,0.952402,0.332255
duration,1,3,global_ridge,18,3850,1.13983,0.395201
duration,1,3,global_ridge,19,3850,1.29386,0.423245
duration,1,3,global_ridge,20,3850,1.06041,0.347741
duration,1,3,global_ridge,21,3850,0.915046,0.304148
duration,1,3,global_ridge,22,3850,0.795485,0.268766
duration,1,3,global_ridge,23,3850,0.71834,0.236918
duration,1,3,global_gbm,0,3850,0.894243,0.252837
duration,1,3,global_gbm,1,3850,0.658319,0.185264
duration,1,3,global_gbm,2,3850,0.567019,0.161542
duration,1,3,global_gbm,3,3850,0.499708,0.139165
duration,1,3,global_gbm,4,3850,0.494933,0.135107
duration,1,3,global_gbm,5,3850,0.469986,0.130498
duration,1,3,global_gbm,6,3850,0.531716,0.152821
duration,1,3,global_gbm,7,3850,0.843135,0.235224
duration,1,3,global_gbm,8,3850,1.14476,0.368808
duration,1,3,global_gbm,9,3850,1.08509,0.354674
duration,1,3,global_gbm,10,3850,0.9545,0.306382
duration,1,3,global_gbm,11,3850,0.844718,0.272335
duration,1,3,global_gbm,12,3850,1.00581,0.322523
duration,1,3,global_gbm,13,3850,0.909159,0.298834
duration,1,3,global_gbm,14,3850,0.905515,0.299088
duration,1,3,global_gbm,15,3850,0.785062,0.265435
duration,1,3,global_gbm,16,3850,0.815431,0.271461
duration,1,3,global_gbm,17,3850,0.861877,0.292698
duration,1,3,global_gbm,18,3850,1.07822,0.365754
duration,1,3,global_gbm,19,3850,1.1672,0.378956
duration,1,3,global_gbm,20,3850,0.99773,0.308431
duration,1,3,global_gbm,21,3850,0.850535,0.266263
duration,1,3,global_gbm,22,3850,0.766318,0.238835
duration,1,3,global_gbm,23,3850,0.701303,0.210546
duration,1,4,last_observation,0,3850,1.54608,0.408293
duration,1,4,last_observation,1,3850,0.663312,0.191196
duration,1,4,last_observation,2,3850,0.650022,0.169392
duration,1,4,last_observation,3,3850,0.448636,0.117893
duration,1,4,last_observation,4,3850,0.31987,0.0878472
duration,1,4,last_observation,5,3850,0.320498,0.0901321
duration,1,4,last_observation,6,3850,0.58619,0.159377
duration,1,4,last_observation,7,3850,1.68857,0.427728
duration,1,4,last_observation,8,3850,3.55939,0.914623
duration,1,4,last_observation,9,3850,2.52708,0.717478
duration,1,4,last_observation,10,3850,1.50022,0.447115
duration,1,4,last_observation,11,3850,0.94092,0.315708
duration,1,4,last_observation,12,3850,1.20423,0.397639
duration,1,4,last_observation,13,3850,0.985563,0.334066
duration,1,4,last_observation,14,3850,1.16701,0.381253
duration,1,4,last_observation,15,3850,0.894394,0.302357
duration,1,4,last_observation,16,3850,0.928268,0.315267
duration,1,4,last_observation,17,3850,1.04342,0.348819
duration,1,4,last_observation,18,3850,1.61548,0.502681
duration,1,4,last_observation,19,3850,2.17506,0.599202
duration,1,4,last_observation,20,3850,1.82372,0.49722
duration,1,4,last_observation,21,3850,1.49677,0.426778
duration,1,4,last_observation,22,3850,1.30409,0.383713
duration,1,4,last_observation,23,3850,1.18812,0.333023
duration,1,4,seasonal_naive_daily,0,3850,2.73361,0.954702
duration,1,4,seasonal_naive_daily,1,3850,2.76413,0.960349
duration,1,4,seasonal_naive_daily,2,3850,2.7508,0.95313
duration,1,4,seasonal_naive_daily,3,3850,2.70929,0.943241
duration,1,4,seasonal_naive_daily,4,3850,2.70835,0.945524
duration,1,4,seasonal_naive_daily,5,3850,2.69736,0.942362
duration,1,4,seasonal_naive_daily,6,3850,2.68065,0.936841
duration,1,4,seasonal_naive_daily,7,3850,2.7269,0.934072
duration,1,4,seasonal_naive_daily,8,3850,3.04268,0.988678
duration,1,4,seasonal_naive_daily,9,3850,3.25234,1.05542
duration,1,4,seasonal_naive_daily,10,3850,3.2381,1.05975
duration,1,4,seasonal_naive_daily,11,3850,3.13013,1.03527
duration,1,4,seasonal_naive_daily,12,3850,3.08604,1.03169
duration,1,4,seasonal_naive_daily,13,3850,3.00186,1.00388
duration,1,4,seasonal_naive_daily,14,3850,2.95147,0.981624
duration,1,4,seasonal_naive_daily,15,3850,2.94115,0.981841
duration,1,4,seasonal_naive_daily,16,3850,2.83576,0.955295
duration,1,4,seasonal_naive_daily,17,3850,2.83069,0.960808
duration,1,4,seasonal_naive_daily,18,3850,2.72249,0.919912
duration,1,4,seasonal_naive_daily,19,3850,2.66331,0.914044
duration,1,4,seasonal_naive_daily,20,3850,2.57939,0.907395
duration,1,4,seasonal_naive_daily,21,3850,2.58807,0.913581
duration,1,4,seasonal_naive_daily,22,3850,2.62229,0.924451
duration,1,4,seasonal_naive_daily,23,3850,2.65225,0.932276
duration,1,4,seasonal_naive_weekly,0,3850,3.48413,1.13023
duration,1,4,seasonal_naive_weekly,1,3850,3.45786,1.12725
duration,1,4,seasonal_naive_weekly,2,3850,3.47481,1.13391
duration,1,4,seasonal_naive_weekly,3,3850,3.44799,1.12805
duration,1,4,seasonal_naive_weekly,4,3850,3.44548,1.12483
duration,1,4,seasonal_naive_weekly,5,3850,3.45781,1.12742
duration,1,4,seasonal_naive_weekly,6,3850,3.41881,1.12203
duration,1,4,seasonal_naive_weekly,7,3850,3.20537,1.06723
duration,1,4,seasonal_naive_weekly,8,3850,3.03606,1.02764
duration,1,4,seasonal_naive_weekly,9,3850,3.13621,1.07034
duration,1,4,seasonal_naive_weekly,10,3850,3.2058,1.0819
duration,1,4,seasonal_naive_weekly,11,3850,3.17041,1.08147
duration,1,4,seasonal_naive_weekly,12,3850,3.17335,1.08377
duration,1,4,seasonal_naive_weekly,13,3850,3.14279,1.07749
duration,1,4,seasonal_naive_weekly,14,3850,3.14422,1.08027
duration,1,4,seasonal_naive_weekly,15,3850,3.12132,1.06992
duration,1,4,seasonal_naive_weekly,16,3850,3.03636,1.0409
duration,1,4,seasonal_naive_weekly,17,3850,3.13665,1.07806
duration,1,4,seasonal_naive_weekly,18,3850,3.14636,1.06045
